"device_id","parent_id","company_id","device_uuid","device_type_id","device_type","device_os","carrier_name","mcc","mnc","n_mcc","n_mnc","s_mcc","s_mnc","r_mcc","r_mnc","language","latest_post","device_secret","create_date","cpu_info","cpu_max_speed"
"1712729","NULL",11,"5b3af167-869b-42d4-82ca-dddeb3b26a54",2155,"samsung SM-G900V",21,"Verizon Wireless",311,480,"311","480","311","480","311","480","English","2016-03-27 14:51:54","","2015-02-20 16:25:40","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 000014430000975b;","2457600"
"1712861","NULL",11,"406791eb-dc51-4ac1-897d-66557367ee46",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-12-29 05:45:53","","2015-02-20 17:02:33","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1712868","200861",11,"506ce6b7-f6c2-40c5-99af-f6add1c3e32d",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-12 22:28:44","","2015-02-20 17:04:40","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1712900","40127",2,"f869750d-8d9b-41ff-9390-0564927855e1",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-01-10 02:48:38","","2015-02-20 17:15:18","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1713053","871460",11,"30df217e-084b-4211-9701-0fceecb4d2ab",2150,"samsung SM-G900P",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-07 16:20:11","","2015-02-20 18:01:56","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 000027c400006459;","2457600"
"1716396","NULL",11,"cc0ce9d1-0785-4665-afcf-bf7c66039ea1",168,"samsung SAMSUNG-SGH-I747",19,"AT&T",310,410,"310","410","310","410","310","410","English","2016-01-20 18:28:20","","2015-02-21 08:49:40","Processor : ARMv7 Processor rev 4 (v7l);processor : 0;BogoMIPS : 13.53;;processor : 1;BogoMIPS : 13.53;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x1;CPU part : 0x04d;CPU revision : 4;;Hardware : SAMSUNG M2_ATT;Revision : 0010;Serial  : 00004a070000e8b4;","1512000"
"1718681","NULL",11,"8b7174a2-21fb-4549-bda4-0f08a3a94fe1",190,"motorola XT907",19,"Verizon Wireless",311,480,"311","480","311","480","311","480","English","2016-05-09 18:49:54","","2015-02-21 18:21:04","Processor : ARMv7 Processor rev 4 (v7l);processor : 0;BogoMIPS : 13.53;;processor : 1;BogoMIPS : 13.53;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x1;CPU part : 0x04d;CPU revision : 4;;Hardware : msm8960dt;Revision : 82a0;Serial  : 000100020925ee38;Device  : smq;","1512000"
"1720201","1162610",11,"0cc503fc-426d-40a5-9c21-93616d2da603",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-05-10 03:21:56","","2015-02-22 02:37:52","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1721046","703077",11,"4a87b28e-5b6a-4e4f-b2a2-befa8b22de2c",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-10-12 21:37:54","","2015-02-22 06:17:41","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1721861","890825",11,"795045bd-4e17-4be2-9104-02e900b8b904",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-08 13:36:16","","2015-02-22 08:52:16","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1723509","588455",11,"540c971a-f368-4385-b439-f968aed56ee3",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-09-21 07:45:30","","2015-02-22 15:05:24","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1725520","1619958",11,"099e36ac-b7ce-4738-9353-a360c6b88c95",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-05-05 13:01:12","","2015-02-23 02:58:18","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1726069","1352876",11,"00aef35e-1d3c-4095-a7d9-83964963b759",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-05-10 04:58:55","","2015-02-23 05:39:36","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1726575","1149284",2,"6414dc20-c3b3-4154-bee7-f69db90e7cb1",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-12-13 20:47:19","","2015-02-23 07:39:39","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1727193","1586631",2,"22de97ac-1a73-4d24-8129-d47f8a17fae6",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-19 23:49:01","","2015-02-23 09:57:19","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1728310","1289892",11,"6e71c94d-76f2-41f2-8cc6-85159cfdac18",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-03-11 06:40:08","","2015-02-23 14:16:48","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1729354","311500",11,"b76dff95-4b90-42b7-90a1-cae27ccda577",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-26 02:05:41","","2015-02-23 19:53:47","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1729913","1593230",11,"2e6c90f8-b12e-4067-aaf2-398e9a8561c3",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-03-06 03:07:26","","2015-02-23 23:26:06","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1730486","NULL",11,"b087e3bd-1fd9-4e70-b022-a5b6c1d7df7c",2164,"HTC HTC One_M8",21,"LMT",247,1,"247","1","247","1","247","1","English","2015-11-23 14:43:52","","2015-02-24 02:38:04","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1731744","1401910",11,"2d38587e-de34-4ae0-be0b-5b8f55c45881",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-12-29 05:23:56","","2015-02-24 08:00:05","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1732440","1712787",11,"73f2758e-f0df-4849-a1f9-5c4660ab6327",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-05-09 18:18:23","","2015-02-24 10:28:48","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1733638","1591997",11,"64416d94-7e3e-4fe9-9a6c-d159351d7081",3287,"LGE LGLS990",21,"Sprint",310,120,"-1","-1","310","120","310","120","English","2016-05-10 06:03:52","","2015-02-24 15:24:20","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1734232","NULL",11,"4c117af2-20a1-49ac-9b62-4760890bc041",2095,"samsung SAMSUNG-SM-G900A",19,"AT&T",310,410,"310","410","310","410","310","410","English","2016-03-08 02:37:01","","2015-02-24 18:51:57","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM 8974 (Flattened Device Tree);Revision : 000e;Serial  : 00008b1800005341;","2457600"
"1734782","1090174",11,"bf1420af-d466-4bde-8f47-2a6d65b25246",2150,"samsung SM-G900P",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-01-15 04:07:53","","2015-02-24 22:09:56","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 0000e55f00009b77;","2457600"
"1734966","1734785",11,"f524c2e3-00b5-4e30-9a65-d3349a135cd2",2155,"samsung SM-G900V",21,"Verizon Wireless",311,480,"311","480","311","480","311","480","English","2016-02-18 18:40:51","","2015-02-24 23:18:14","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 0000c925000046f2;","2457600"
"1739853","NULL",11,"3509ed75-79eb-42cf-8c10-ef1a8a204b8e",15993,"samsung SM-G386T1",19,"T-Mobile",310,260,"310","260","310","260","310","260","English","2016-04-17 06:33:09","","2015-02-25 21:11:41","Processor : ARMv7 Processor rev 3 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x41;CPU architecture: 7;CPU variant : 0x0;CPU part : 0xc07;CPU revision : 3;;Hardware : Qualcomm MSM 8226 (Flattened Device Tree);Revision : 0006;Serial  : 00000000e76a6372;","1190400"
"1744608","NULL",11,"2bfbcf46-7c85-4dfc-8cbe-9c5485be0eba",563,"motorola XT1080",19,"Verizon Wireless",311,480,"311","480","311","480","311","480","English","2015-10-08 20:32:42","","2015-02-26 19:46:22","Processor : ARMv7 Processor rev 0 (v7l);processor : 0;BogoMIPS : 13.53;;processor : 1;BogoMIPS : 13.53;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x04d;CPU revision : 0;;Hardware : msm8960dt;Revision : 8300;Serial  : 0001000c05a0c192;Device  : obake-maxx;Radio  : 2;","1728000"
"1744871","519670",11,"a8764169-fc3f-4f17-b7ab-3901ef8e0ea5",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-04 05:35:18","","2015-02-26 21:29:20","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1745427","NULL",11,"dabca6f3-c3a0-4d0d-85fc-a1c4150e8c30",146,"samsung SPH-L900",19,"Sprint",310,120,"310","120","310","120","310","120","English","2015-09-16 20:21:45","","2015-02-27 00:49:34","Processor : ARMv7 Processor rev 0 (v7l);processor : 0;BogoMIPS : 1592.52;;processor : 1;BogoMIPS : 2786.91;;processor : 2;BogoMIPS : 3185.04;;processor : 3;BogoMIPS : 3185.04;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls ;CPU implementer : 0x41;CPU architecture: 7;CPU variant : 0x3;CPU part : 0xc09;CPU revision : 0;;Chip name : EXYNOS4412;Chip revision : 0020;Hardware : SMDK4x12;Revision : 000a;Serial  : dd2bbf9742f71a14;","1600000"
"1749109","1365633",11,"08565643-420b-4b5f-97ef-3f406fdc8777",2150,"samsung SM-G900P",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-11-30 23:56:38","","2015-02-27 17:21:52","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 000011a10000172d;","2457600"
"1749186","838468",11,"72c28916-d36d-43f8-8886-6d220983dc6b",92,"HTC HTC One",21,"VIRGIN",302,610,"302","610","302","610","302","610","English","2016-01-06 14:24:56","","2015-02-27 17:50:18","Processor : ARMv7 Processor rev 0 (v7l);processor : 0;BogoMIPS : 13.52;;processor : 1;BogoMIPS : 13.52;;processor : 2;BogoMIPS : 13.52;;processor : 3;BogoMIPS : 13.52;;Features : swp half thumb fastmult vfp edsp thumbee neon vfpv3 tls vfpv4 ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x1;CPU part : 0x06f;CPU revision : 0;;Hardware : UNKNOWN;Revision : 0003;Serial  : 0000000000000000;","1728000"
"1749824","1004369",11,"8030caaa-e0e6-4fdb-ba12-76eea52374ef",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-02-03 20:25:01","","2015-02-27 21:42:05","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1749852","NULL",11,"a85d3e4c-0f32-497e-bf5f-a6fe6096b59a",3287,"LGE LGLS990",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-05-10 06:06:28","","2015-02-27 21:51:20","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000a;Serial  : 0000000000000000;","2457600"
"1750160","1032795",11,"51fc57ed-20da-4257-8a36-85a1a392825f",2150,"samsung SM-G900P",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-05-09 05:21:50","","2015-02-27 23:40:19","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 0000d3770000b6cc;","2457600"
"1750219","753090",11,"eaa90248-70e2-48fd-ad27-196ab1ae7a54",2201,"HTC 831C",21,"Sprint",310,120,"310","120","310","120","310","120","English","2016-03-12 07:34:33","","2015-02-28 00:04:10","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1750388","NULL",11,"de1fc8c2-bfcd-4ad2-919d-174a9df20d44",2164,"HTC HTC One_M8",21,"T-Mobile",310,260,"310","260","310","260","310","260","English","2016-03-07 17:34:42","","2015-02-28 00:56:29","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AB;Revision : 0000;Serial  : 0000000000000000;","2265600"
"1759379","NULL",11,"6722b862-1afe-4e54-9e4c-b1c774608561",65,"samsung SCH-I535",19,"Verizon Wireless",311,480,"311","480","311","480","311","480","English","2015-12-11 08:47:44","","2015-03-01 16:50:19","Processor : ARMv7 Processor rev 4 (v7l);processor : 0;BogoMIPS : 13.53;;processor : 1;BogoMIPS : 13.53;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x1;CPU part : 0x04d;CPU revision : 4;;Hardware : SAMSUNG M2_VZW;Revision : 000f;Serial  : 0000741c0000045f;","1512000"
"1759615","918361",11,"855c3d6f-6774-4328-8dfc-7de3ee4b786a",2155,"samsung SM-G900V",21,"Verizon Wireless",311,480,"311","480","311","480","311","480","English","2016-05-09 17:55:52","","2015-03-01 18:17:25","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 000026280000992f;","2457600"
"1764916","695668",11,"c22f5966-e4ac-4a33-8c73-d8b29dbb89c1",2150,"samsung SM-G900P",21,"Sprint",310,120,"310","120","310","120","310","120","English","2015-09-19 01:26:23","","2015-03-02 23:44:47","Processor : ARMv7 Processor rev 1 (v7l);processor : 0;BogoMIPS : 38.40;;processor : 1;BogoMIPS : 38.40;;processor : 2;BogoMIPS : 38.40;;processor : 3;BogoMIPS : 38.40;;Features : swp half thumb fastmult vfp edsp neon vfpv3 tls vfpv4 idiva idivt ;CPU implementer : 0x51;CPU architecture: 7;CPU variant : 0x2;CPU part : 0x06f;CPU revision : 1;;Hardware : Qualcomm MSM8974PRO-AC;Revision : 000e;Serial  : 0000e6ae00009bb4;","2457600"
